
CREATED_ON,MODIFIED_ON,PRIVILEGE,GRANTED_ON,NAME,TABLE_CATALOG,TABLE_SCHEMA,GRANTED_TO,GRANTEE_NAME,GRANT_OPTION,GRANTED_BY,DELETED_ON,GRANTED_BY_ROLE_TYPE
2022-07-05T14:38:59.211-04:00,2022-07-05T14:38:59.211-04:00,SELECT,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.21-04:00,2022-07-05T14:38:59.21-04:00,SELECT,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.212-04:00,2022-07-05T14:38:59.213-04:00,UPDATE,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.208-04:00,2022-07-05T14:38:59.21-04:00,REBUILD,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.185-04:00,2022-07-05T14:38:59.186-04:00,OWNERSHIP,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.211-04:00,2022-07-05T14:38:59.212-04:00,SELECT,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.211-04:00,2022-07-05T14:38:59.211-04:00,SELECT,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.207-04:00,2022-07-05T14:38:59.207-04:00,INSERT,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.212-04:00,2022-07-05T14:38:59.212-04:00,TRUNCATE,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:59.208-04:00,2022-07-05T14:38:59.208-04:00,REFERENCES,VIEW,SLS_ACCT_REV_IMSA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.733-04:00,2022-07-05T14:38:49.733-04:00,TRUNCATE,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.732-04:00,2022-07-05T14:38:49.733-04:00,SELECT,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.73-04:00,2022-07-05T14:38:49.732-04:00,SELECT,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.721-04:00,2022-07-05T14:38:49.727-04:00,DELETE,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.734-04:00,2022-07-05T14:38:49.734-04:00,UPDATE,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.697-04:00,2022-07-05T14:38:49.698-04:00,OWNERSHIP,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.732-04:00,2022-07-05T14:38:49.732-04:00,SELECT,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.728-04:00,2022-07-05T14:38:49.729-04:00,INSERT,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.729-04:00,2022-07-05T14:38:49.729-04:00,REFERENCES,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.729-04:00,2022-07-05T14:38:49.73-04:00,REBUILD,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-07-05T14:38:49.733-04:00,2022-07-05T14:38:49.733-04:00,SELECT,VIEW,SLS_ACCT_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.33-04:00,2022-09-13T13:10:37.33-04:00,REFERENCES,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.324-04:00,2022-09-13T13:10:37.328-04:00,DELETE,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.303-04:00,2022-09-13T13:10:37.304-04:00,OWNERSHIP,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.33-04:00,2022-09-13T13:10:37.33-04:00,INSERT,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.331-04:00,2022-09-13T13:10:37.332-04:00,SELECT,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.333-04:00,2022-09-13T13:10:37.339-04:00,UPDATE,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.331-04:00,2022-09-13T13:10:37.331-04:00,SELECT,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.332-04:00,2022-09-13T13:10:37.332-04:00,SELECT,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.332-04:00,2022-09-13T13:10:37.332-04:00,SELECT,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.331-04:00,2022-09-13T13:10:37.331-04:00,REBUILD,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-09-13T13:10:37.333-04:00,2022-09-13T13:10:37.333-04:00,TRUNCATE,VIEW,HR_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.09-04:00,2022-10-19T10:25:28.091-04:00,SELECT,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.087-04:00,2022-10-19T10:25:28.088-04:00,SELECT,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.081-04:00,2022-10-19T10:25:28.085-04:00,DELETE,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.086-04:00,2022-10-19T10:25:28.087-04:00,REBUILD,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.085-04:00,2022-10-19T10:25:28.086-04:00,INSERT,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:27.985-04:00,2022-10-19T10:25:27.987-04:00,OWNERSHIP,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.088-04:00,2022-10-19T10:25:28.089-04:00,SELECT,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.092-04:00,2022-10-19T10:25:28.093-04:00,UPDATE,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.086-04:00,2022-10-19T10:25:28.086-04:00,REFERENCES,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.091-04:00,2022-10-19T10:25:28.092-04:00,TRUNCATE,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-10-19T10:25:28.09-04:00,2022-10-19T10:25:28.09-04:00,SELECT,VIEW,FIN_EMP_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.826-05:00,2022-11-08T12:30:24.826-05:00,REBUILD,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.827-05:00,2022-11-08T12:30:24.828-05:00,SELECT,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.829-05:00,2022-11-08T12:30:24.829-05:00,SELECT,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.829-05:00,2022-11-08T12:30:24.829-05:00,SELECT,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.829-05:00,2022-11-08T12:30:24.83-05:00,TRUNCATE,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.828-05:00,2022-11-08T12:30:24.828-05:00,SELECT,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.825-05:00,2022-11-08T12:30:24.826-05:00,INSERT,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.793-05:00,2022-11-08T12:30:24.793-05:00,OWNERSHIP,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.826-05:00,2022-11-08T12:30:24.826-05:00,REFERENCES,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.82-05:00,2022-11-08T12:30:24.824-05:00,DELETE,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-11-08T12:30:24.83-05:00,2022-11-08T12:30:24.83-05:00,UPDATE,VIEW,QLTY_ACCT_XREF_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.587-05:00,2022-12-19T15:04:02.587-05:00,OWNERSHIP,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.621-05:00,2022-12-19T15:04:02.621-05:00,SELECT,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.617-05:00,2022-12-19T15:04:02.617-05:00,REBUILD,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.623-05:00,2022-12-19T15:04:02.623-05:00,UPDATE,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.609-05:00,2022-12-19T15:04:02.609-05:00,DELETE,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.618-05:00,2022-12-19T15:04:02.618-05:00,SELECT,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.622-05:00,2022-12-19T15:04:02.622-05:00,TRUNCATE,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.615-05:00,2022-12-19T15:04:02.615-05:00,INSERT,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.616-05:00,2022-12-19T15:04:02.616-05:00,REFERENCES,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.618-05:00,2022-12-19T15:04:02.618-05:00,SELECT,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:02.619-05:00,2022-12-19T15:04:02.619-05:00,SELECT,VIEW,SECURITY_THREAT_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.02-05:00,2022-12-19T15:04:12.02-05:00,TRUNCATE,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.016-05:00,2022-12-19T15:04:12.016-05:00,INSERT,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.011-05:00,2022-12-19T15:04:12.011-05:00,DELETE,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:11.991-05:00,2022-12-19T15:04:11.991-05:00,OWNERSHIP,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.018-05:00,2022-12-19T15:04:12.018-05:00,SELECT,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.019-05:00,2022-12-19T15:04:12.019-05:00,SELECT,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.02-05:00,2022-12-19T15:04:12.02-05:00,UPDATE,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.017-05:00,2022-12-19T15:04:12.017-05:00,REBUILD,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.017-05:00,2022-12-19T15:04:12.017-05:00,REFERENCES,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.018-05:00,2022-12-19T15:04:12.018-05:00,SELECT,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:12.019-05:00,2022-12-19T15:04:12.019-05:00,SELECT,VIEW,WEB_TRAFFIC_REQUEST_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.102-05:00,2022-12-19T15:04:07.102-05:00,REFERENCES,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.103-05:00,2022-12-19T15:04:07.103-05:00,SELECT,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.102-05:00,2022-12-19T15:04:07.102-05:00,REBUILD,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.104-05:00,2022-12-19T15:04:07.104-05:00,SELECT,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.103-05:00,2022-12-19T15:04:07.103-05:00,SELECT,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.104-05:00,2022-12-19T15:04:07.104-05:00,UPDATE,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.104-05:00,2022-12-19T15:04:07.104-05:00,TRUNCATE,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.1-05:00,2022-12-19T15:04:07.1-05:00,INSERT,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.082-05:00,2022-12-19T15:04:07.082-05:00,OWNERSHIP,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.097-05:00,2022-12-19T15:04:07.097-05:00,DELETE,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2022-12-19T15:04:07.103-05:00,2022-12-19T15:04:07.103-05:00,SELECT,VIEW,SYSTEM_HEALTH_DIM,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.891-05:00,2023-01-05T10:48:04.891-05:00,DELETE,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.9-05:00,2023-01-05T10:48:04.9-05:00,SELECT,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.902-05:00,2023-01-05T10:48:04.902-05:00,SELECT,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.905-05:00,2023-01-05T10:48:04.905-05:00,UPDATE,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.904-05:00,2023-01-05T10:48:04.904-05:00,TRUNCATE,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.898-05:00,2023-01-05T10:48:04.898-05:00,REBUILD,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.902-05:00,2023-01-05T10:48:04.902-05:00,SELECT,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.897-05:00,2023-01-05T10:48:04.897-05:00,INSERT,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.899-05:00,2023-01-05T10:48:04.899-05:00,SELECT,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.874-05:00,2023-01-05T10:48:04.874-05:00,OWNERSHIP,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2023-01-05T10:48:04.898-05:00,2023-01-05T10:48:04.898-05:00,REFERENCES,VIEW,STRTGY_FOW_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.044-05:00,2023-01-05T10:30:06.044-05:00,OWNERSHIP,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,TRUE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.071-05:00,2023-01-05T10:30:06.071-05:00,SELECT,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.068-05:00,2023-01-05T10:30:06.068-05:00,REBUILD,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.068-05:00,2023-01-05T10:30:06.068-05:00,REFERENCES,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.069-05:00,2023-01-05T10:30:06.069-05:00,SELECT,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODUSERDI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.072-05:00,2023-01-05T10:30:06.072-05:00,TRUNCATE,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.072-05:00,2023-01-05T10:30:06.072-05:00,UPDATE,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.067-05:00,2023-01-05T10:30:06.067-05:00,INSERT,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.068-05:00,2023-01-05T10:30:06.068-05:00,SELECT,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,DATADIRECTOR,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.071-05:00,2023-01-05T10:30:06.071-05:00,SELECT,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-01-05T10:30:06.063-05:00,2023-01-05T10:30:06.063-05:00,DELETE,VIEW,STRTGY_FOW_EMP_RT_VW,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
2023-02-03T10:34:20.194-05:00,2023-02-03T10:34:20.194-05:00,REBUILD,VIEW,MKTG_RM_TA_FCT,CORPITDATAPROD,EDW_SEM_MRT_VW,ROLE,PRODADMINBI,FALSE,PRODADMINBI,,ROLE
