
CREATED_ON,MODIFIED_ON,PRIVILEGE,GRANTED_ON,NAME,TABLE_CATALOG,TABLE_SCHEMA,GRANTED_TO,GRANTEE_NAME,GRANT_OPTION,GRANTED_BY,DELETED_ON,GRANTED_BY_ROLE_TYPE
2022-11-21T13:25:55.591-05:00,2022-11-21T13:25:55.591-05:00,SELECT,TABLE,WORKSPACE_MAS,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-21T12:12:03.848-05:00,2022-11-21T12:12:03.852-05:00,SELECT,TABLE,CISCOUMBRELLA_TOTAL_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-21T12:12:03.853-05:00,2022-11-21T12:12:03.853-05:00,SELECT,TABLE,CISCOUMBRELLA_TOTAL_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-21T12:12:03.824-05:00,2022-11-21T12:12:03.824-05:00,OWNERSHIP,TABLE,CISCOUMBRELLA_TOTAL_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-21T12:52:48.394-05:00,2022-11-21T12:52:48.397-05:00,SELECT,TABLE,CISCOUMBRELLA_TOPTHREATS,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-21T12:52:48.366-05:00,2022-11-21T12:52:48.368-05:00,OWNERSHIP,TABLE,CISCOUMBRELLA_TOPTHREATS,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-21T12:52:48.387-05:00,2022-11-21T12:52:48.393-05:00,SELECT,TABLE,CISCOUMBRELLA_TOPTHREATS,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-23T00:18:02.031-05:00,2022-11-23T00:18:02.037-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_PREV_23NOV,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-23T00:18:02.039-05:00,2022-11-23T00:18:02.04-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_PREV_23NOV,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-23T00:18:02.004-05:00,2022-11-23T00:18:02.005-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY_PREV_23NOV,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-23T14:11:57.817-05:00,2022-11-23T14:11:57.818-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-23T14:11:57.812-05:00,2022-11-23T14:11:57.815-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-23T14:11:57.763-05:00,2022-11-23T14:11:57.764-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-25T01:56:41.743-05:00,2022-11-25T01:56:41.744-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_PREV_20221125,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T01:56:41.716-05:00,2022-11-25T01:56:41.716-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY_PREV_20221125,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-25T01:56:41.736-05:00,2022-11-25T01:56:41.742-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_PREV_20221125,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-24T17:05:45.761-05:00,2022-11-24T17:05:45.764-05:00,SELECT,TABLE,SN_INCIDENT_BACKUP,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-24T17:05:45.744-05:00,2022-11-24T17:05:45.744-05:00,OWNERSHIP,TABLE,SN_INCIDENT_BACKUP,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-24T17:05:45.765-05:00,2022-11-24T17:05:45.765-05:00,SELECT,TABLE,SN_INCIDENT_BACKUP,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T01:57:04.933-05:00,2022-11-25T01:57:04.934-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_20221125,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T01:57:04.926-05:00,2022-11-25T01:57:04.933-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_20221125,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-25T01:57:04.909-05:00,2022-11-25T01:57:04.91-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY_20221125,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-25T02:17:24.004-05:00,2022-11-25T02:17:24.006-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY_23NOVCR01,CORPITDATATEST,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-25T02:17:24.03-05:00,2022-11-25T02:17:24.032-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_23NOVCR01,CORPITDATATEST,EDW_INT_TB,ROLE,BITESTER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:17:24.028-05:00,2022-11-25T02:17:24.03-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_23NOVCR01,CORPITDATATEST,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:17:24.023-05:00,2022-11-25T02:17:24.028-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_23NOVCR01,CORPITDATATEST,EDW_INT_TB,ROLE,DITESTER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:17:59.433-05:00,2022-11-25T02:17:59.434-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY,CORPITDATATEST,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-25T02:17:59.454-05:00,2022-11-25T02:17:59.458-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY,CORPITDATATEST,EDW_INT_TB,ROLE,DITESTER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:17:59.459-05:00,2022-11-25T02:17:59.459-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY,CORPITDATATEST,EDW_INT_TB,ROLE,BITESTER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:17:59.459-05:00,2022-11-25T02:17:59.459-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY,CORPITDATATEST,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:20:13.201-05:00,2022-11-25T02:20:13.203-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_PREV,CORPITDATATEST,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:20:13.195-05:00,2022-11-25T02:20:13.201-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_PREV,CORPITDATATEST,EDW_INT_TB,ROLE,DITESTER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:20:13.203-05:00,2022-11-25T02:20:13.203-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_PREV,CORPITDATATEST,EDW_INT_TB,ROLE,BITESTER,FALSE,DIDEVELOPER,,ROLE
2022-11-25T02:20:13.174-05:00,2022-11-25T02:20:13.175-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY_PREV,CORPITDATATEST,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T16:47:45.293-05:00,2022-11-29T16:47:45.294-05:00,OWNERSHIP,TABLE,CISUMB_TOTAL_REQUEST,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T16:47:45.318-05:00,2022-11-29T16:47:45.322-05:00,SELECT,TABLE,CISUMB_TOTAL_REQUEST,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-29T16:47:42.243-05:00,2022-11-29T16:47:42.243-05:00,OWNERSHIP,TABLE,CISUMB_TOPTHREATS,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T16:47:42.262-05:00,2022-11-29T16:47:42.266-05:00,SELECT,TABLE,CISUMB_TOPTHREATS,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-29T22:14:25.624-05:00,2022-11-29T22:14:25.625-05:00,OWNERSHIP,TABLE,CISUMB_TOPTHREATS_BK,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T22:14:25.644-05:00,2022-11-29T22:14:25.648-05:00,SELECT,TABLE,CISUMB_TOPTHREATS_BK,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:27:14.268-05:00,2022-11-29T23:27:14.273-05:00,SELECT,TABLE,CISUMB_TOPTHREATS_20221129,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:27:14.274-05:00,2022-11-29T23:27:14.274-05:00,SELECT,TABLE,CISUMB_TOPTHREATS_20221129,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:27:14.248-05:00,2022-11-29T23:27:14.25-05:00,OWNERSHIP,TABLE,CISUMB_TOPTHREATS_20221129,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T23:28:18.739-05:00,2022-11-29T23:28:18.739-05:00,SELECT,TABLE,CISUMB_TOPTHREATS,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:28:18.734-05:00,2022-11-29T23:28:18.738-05:00,SELECT,TABLE,CISUMB_TOPTHREATS,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:28:18.702-05:00,2022-11-29T23:28:18.703-05:00,OWNERSHIP,TABLE,CISUMB_TOPTHREATS,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T23:28:21.827-05:00,2022-11-29T23:28:21.83-05:00,SELECT,TABLE,CISUMB_TOTAL_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:28:21.809-05:00,2022-11-29T23:28:21.81-05:00,OWNERSHIP,TABLE,CISUMB_TOTAL_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T23:28:21.833-05:00,2022-11-29T23:28:21.835-05:00,SELECT,TABLE,CISUMB_TOTAL_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:26:41.541-05:00,2022-11-29T23:26:41.542-05:00,OWNERSHIP,TABLE,CISUMB_TOTAL_REQUEST_20221129,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-29T23:26:41.572-05:00,2022-11-29T23:26:41.573-05:00,SELECT,TABLE,CISUMB_TOTAL_REQUEST_20221129,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-29T23:26:41.566-05:00,2022-11-29T23:26:41.571-05:00,SELECT,TABLE,CISUMB_TOTAL_REQUEST_20221129,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-11-28T14:02:53.775-05:00,2022-11-28T14:02:53.777-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_WEEKLY_20221128,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-11-28T14:02:53.797-05:00,2022-11-28T14:02:53.797-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_20221128,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-11-28T14:02:53.794-05:00,2022-11-28T14:02:53.796-05:00,SELECT,TABLE,EMPLOYEE_JOB_WEEKLY_20221128,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-01T08:02:26.264-05:00,2022-12-01T08:02:26.264-05:00,SELECT,TABLE,DC_SYSTEM_HEALTH_STATUS,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-01T08:02:26.244-05:00,2022-12-01T08:02:26.244-05:00,OWNERSHIP,TABLE,DC_SYSTEM_HEALTH_STATUS,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-01T05:55:43.554-05:00,2022-12-01T05:55:43.554-05:00,OWNERSHIP,TABLE,EMPLOYEE_JOB_1DEC22,CORPITDATATEST,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-01T05:55:43.577-05:00,2022-12-01T05:55:43.577-05:00,SELECT,TABLE,EMPLOYEE_JOB_1DEC22,CORPITDATATEST,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-01T05:55:43.572-05:00,2022-12-01T05:55:43.572-05:00,SELECT,TABLE,EMPLOYEE_JOB_1DEC22,CORPITDATATEST,EDW_INT_TB,ROLE,DITESTER,FALSE,DIDEVELOPER,,ROLE
2022-12-01T05:55:43.578-05:00,2022-12-01T05:55:43.578-05:00,SELECT,TABLE,EMPLOYEE_JOB_1DEC22,CORPITDATATEST,EDW_INT_TB,ROLE,BITESTER,FALSE,DIDEVELOPER,,ROLE
2022-12-02T12:59:19.786-05:00,2022-12-02T12:59:19.786-05:00,SELECT,TABLE,CSC_UMBRL_TOTAL_REQUEST,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T12:59:19.747-05:00,2022-12-02T12:59:19.747-05:00,OWNERSHIP,TABLE,CSC_UMBRL_TOTAL_REQUEST,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-06T15:52:56.65-05:00,2022-12-06T15:52:56.65-05:00,OWNERSHIP,TABLE,BRIVO_EVENT,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-06T15:52:56.668-05:00,2022-12-06T15:52:56.668-05:00,SELECT,TABLE,BRIVO_EVENT,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T12:59:16.356-05:00,2022-12-02T12:59:16.356-05:00,SELECT,TABLE,CSC_UMBRL_TOP_THREAT,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T12:59:16.337-05:00,2022-12-02T12:59:16.337-05:00,OWNERSHIP,TABLE,CSC_UMBRL_TOP_THREAT,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-01T21:34:59.703-05:00,2022-12-01T21:34:59.703-05:00,OWNERSHIP,TABLE,CISUMB_TOPTHREATS_20221201,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-01T21:34:59.726-05:00,2022-12-01T21:34:59.726-05:00,SELECT,TABLE,CISUMB_TOPTHREATS_20221201,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T13:57:05.362-05:00,2022-12-02T13:57:05.362-05:00,OWNERSHIP,TABLE,BRIVO_USER,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-02T13:57:05.427-05:00,2022-12-02T13:57:05.427-05:00,SELECT,TABLE,BRIVO_USER,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T05:24:50.903-05:00,2022-12-02T05:24:50.903-05:00,SELECT,TABLE,SYSTEM_HEALTH_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-02T05:24:50.877-05:00,2022-12-02T05:24:50.877-05:00,OWNERSHIP,TABLE,SYSTEM_HEALTH_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-02T05:24:50.897-05:00,2022-12-02T05:24:50.897-05:00,SELECT,TABLE,SYSTEM_HEALTH_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T13:42:56.849-05:00,2022-12-02T13:42:56.849-05:00,SELECT,TABLE,SECURITY_THREAT,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T13:42:56.854-05:00,2022-12-02T13:42:56.854-05:00,SELECT,TABLE,SECURITY_THREAT,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-02T13:42:56.83-05:00,2022-12-02T13:42:56.83-05:00,OWNERSHIP,TABLE,SECURITY_THREAT,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-06T16:27:40.558-05:00,2022-12-06T16:27:40.558-05:00,SELECT,TABLE,TALENT_JOBS_SAMPLE,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-06T16:27:40.561-05:00,2022-12-06T16:27:40.561-05:00,SELECT,TABLE,TALENT_JOBS_SAMPLE,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-06T16:27:40.487-05:00,2022-12-06T16:27:40.487-05:00,OWNERSHIP,TABLE,TALENT_JOBS_SAMPLE,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-05T06:19:10.192-05:00,2022-12-05T06:19:10.192-05:00,SELECT,TABLE,TA_OFFERS,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-05T06:19:10.197-05:00,2022-12-05T06:19:10.197-05:00,SELECT,TABLE,TA_OFFERS,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-05T06:19:10.172-05:00,2022-12-05T06:19:10.172-05:00,OWNERSHIP,TABLE,TA_OFFERS,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-02T13:44:29.134-05:00,2022-12-02T13:44:29.134-05:00,SELECT,TABLE,WEB_TRAFFIC_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-02T13:44:29.139-05:00,2022-12-02T13:44:29.139-05:00,SELECT,TABLE,WEB_TRAFFIC_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-02T13:44:29.114-05:00,2022-12-02T13:44:29.114-05:00,OWNERSHIP,TABLE,WEB_TRAFFIC_REQUEST,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-07T14:45:56.392-05:00,2022-12-07T14:45:56.392-05:00,OWNERSHIP,TABLE,BRIVO_EVENT_INCL_CAMERA,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-07T14:45:56.413-05:00,2022-12-07T14:45:56.413-05:00,SELECT,TABLE,BRIVO_EVENT_INCL_CAMERA,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-08T06:44:38.41-05:00,2022-12-08T06:44:38.41-05:00,OWNERSHIP,TABLE,ZF_ALERTS,CORPITDATADEV,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-08T06:44:38.43-05:00,2022-12-08T06:44:38.43-05:00,SELECT,TABLE,ZF_ALERTS,CORPITDATADEV,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-07T11:26:28.211-05:00,2022-12-07T11:26:28.211-05:00,SELECT,TABLE,INCIDENT_PRIORITY_DIM_BACKUP,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-07T11:26:28.217-05:00,2022-12-07T11:26:28.217-05:00,SELECT,TABLE,INCIDENT_PRIORITY_DIM_BACKUP,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-07T11:26:28.191-05:00,2022-12-07T11:26:28.191-05:00,OWNERSHIP,TABLE,INCIDENT_PRIORITY_DIM_BACKUP,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-09T17:11:24.472-05:00,2022-12-09T17:11:24.472-05:00,SELECT,TABLE,WORKSPACE_MAS_PROD,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-09T17:11:24.478-05:00,2022-12-09T17:11:24.478-05:00,SELECT,TABLE,WORKSPACE_MAS_PROD,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-09T17:11:24.453-05:00,2022-12-09T17:11:24.453-05:00,OWNERSHIP,TABLE,WORKSPACE_MAS_PROD,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-11T22:46:50.768-05:00,2022-12-11T22:46:50.768-05:00,SELECT,TABLE,SECURITY_ALERTS_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-11T22:46:50.772-05:00,2022-12-11T22:46:50.772-05:00,SELECT,TABLE,SECURITY_ALERTS_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-11T22:46:50.748-05:00,2022-12-11T22:46:50.748-05:00,OWNERSHIP,TABLE,SECURITY_ALERTS_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-13T09:35:28.445-05:00,2022-12-13T09:35:28.445-05:00,SELECT,TABLE,SECURITY_THREAT_20221213,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-13T09:35:28.442-05:00,2022-12-13T09:35:28.442-05:00,SELECT,TABLE,SECURITY_THREAT_20221213,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-13T09:35:28.422-05:00,2022-12-13T09:35:28.422-05:00,OWNERSHIP,TABLE,SECURITY_THREAT_20221213,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-13T09:35:53.577-05:00,2022-12-13T09:35:53.577-05:00,SELECT,TABLE,WEB_TRAFFIC_REQUEST_20221213,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-13T09:35:53.582-05:00,2022-12-13T09:35:53.582-05:00,SELECT,TABLE,WEB_TRAFFIC_REQUEST_20221213,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
2022-12-13T09:35:53.546-05:00,2022-12-13T09:35:53.546-05:00,OWNERSHIP,TABLE,WEB_TRAFFIC_REQUEST_20221213,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-14T11:27:51.979-05:00,2022-12-14T11:27:51.979-05:00,OWNERSHIP,TABLE,ZF_ALERTS,CORPITDATATEST,EDW_LND_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-14T11:27:51.999-05:00,2022-12-14T11:27:51.999-05:00,SELECT,TABLE,ZF_ALERTS,CORPITDATATEST,EDW_LND_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2023-03-16T16:09:58.795-04:00,2023-03-16T16:09:58.795-04:00,TRUNCATE,TABLE,ZF_ALERTS,CORPITDATATEST,EDW_LND_TB,ROLE,DITESTER,FALSE,DIDEVELOPER,,ROLE
2022-12-14T11:27:51.993-05:00,2022-12-14T11:27:51.993-05:00,SELECT,TABLE,ZF_ALERTS,CORPITDATATEST,EDW_LND_TB,ROLE,DITESTER,FALSE,DIDEVELOPER,,ROLE
2022-12-15T14:48:41.923-05:00,2022-12-15T14:48:41.923-05:00,SELECT,TABLE,KINAXIS_SITES_EMPLOYEE_EVENTS_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,DATADIRECTOR,FALSE,DIDEVELOPER,,ROLE
2022-12-15T14:48:41.893-05:00,2022-12-15T14:48:41.893-05:00,OWNERSHIP,TABLE,KINAXIS_SITES_EMPLOYEE_EVENTS_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,DIDEVELOPER,TRUE,DIDEVELOPER,,ROLE
2022-12-15T14:48:41.928-05:00,2022-12-15T14:48:41.928-05:00,SELECT,TABLE,KINAXIS_SITES_EMPLOYEE_EVENTS_DIM,CORPITDATADEV,EDW_INT_TB,ROLE,BIUSER,FALSE,DIDEVELOPER,,ROLE
